song_name,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence,song_popularity
4535,202533,0,0,0,0,10,0,-4,1,0,84,4,0,73
544,269560,0,0,0,0,8,0,-7,1,0,119,4,0,85
3158,259933,0,0,0,0,0,0,-5,1,0,79,4,0,78
12118,231240,0,0,0,0,1,0,-5,0,0,80,4,0,78
3768,245960,0,0,0,0,4,0,-1,0,0,188,4,0,69
9886,188960,0,0,0,0,0,0,-5,1,0,131,4,0,75
4770,235213,0,0,0,0,4,0,-2,0,0,79,4,0,76
11346,199693,0,0,0,0,2,0,-2,0,0,120,4,0,71
6611,223933,0,0,0,0,11,0,-5,0,0,146,4,0,71
9659,242733,0,0,0,0,7,0,-5,0,0,117,4,0,77
12478,252160,0,0,0,0,3,0,-4,1,0,86,4,0,69
1611,261426,0,0,0,0,10,0,-4,1,0,94,4,0,76
5187,237120,0,0,0,0,2,0,-5,1,0,127,4,0,65
1762,200400,0,0,0,0,8,0,-4,0,0,172,4,0,73
2299,244506,0,0,0,0,5,0,-5,1,0,77,4,0,77
6338,256733,0,0,0,0,7,0,-8,0,0,94,4,0,80
1133,238560,0,0,0,0,5,0,-3,0,0,76,4,0,73
8933,203306,0,0,0,0,7,0,-4,1,0,122,4,0,54
11374,204160,0,0,0,0,11,0,-4,1,0,129,4,0,75
12200,198053,0,0,0,0,4,0,-2,1,0,125,4,0,69
7837,253813,0,0,0,0,1,0,-5,0,0,89,4,0,79
9924,204000,0,0,0,0,0,0,-4,1,0,149,4,0,67
12510,224400,0,0,0,0,11,0,-5,1,0,139,4,0,76
4244,252306,0,0,0,0,8,0,-3,1,0,129,4,0,75
9897,193213,0,0,0,0,1,0,-5,1,0,193,4,0,72
1382,262466,0,0,0,0,5,0,-5,1,0,104,4,0,81
6647,242013,0,0,0,0,1,0,-5,1,0,119,4,0,63
6759,258826,0,0,0,0,2,0,-3,0,0,123,4,0,77
7459,270506,0,0,0,0,4,0,-5,0,0,94,4,0,78
2787,211920,0,0,0,0,1,0,-4,0,0,128,4,0,72
10561,254040,0,0,0,0,8,0,-2,1,0,161,4,0,62
8248,211160,0,0,0,0,1,0,-5,0,0,95,4,0,77
2453,288333,0,0,0,0,8,0,-6,0,0,73,4,0,77
4150,248413,0,0,0,0,6,0,-8,0,0,116,4,0,77
12236,249533,0,0,0,0,9,0,-6,0,0,150,4,0,75
8216,203786,0,0,0,0,5,0,-10,0,0,113,4,0,78
11763,259333,0,0,0,0,5,0,-6,1,0,100,4,0,77
12569,221360,0,0,0,0,5,0,-6,1,0,119,4,0,74
10046,215160,0,0,0,0,11,0,-3,1,0,126,4,0,65
12279,196160,0,0,0,0,1,0,-4,0,0,107,4,0,76
899,244826,0,0,0,0,1,0,-9,1,0,91,4,0,69
5691,192426,0,0,0,0,0,0,-4,0,0,165,4,0,67
7503,223440,0,0,0,0,5,0,-8,1,0,86,4,0,77
9650,203346,0,0,0,0,9,0,-5,1,0,153,4,0,81
10411,221920,0,0,0,0,0,0,-5,1,0,116,4,0,52
8326,236373,0,0,0,0,8,0,-5,1,0,116,4,0,60
3907,252853,0,0,0,0,9,0,-4,1,0,173,4,0,65
4219,216600,0,0,0,0,7,0,-2,1,0,163,4,0,69
3641,210200,0,0,0,0,11,0,-7,0,0,95,3,0,76
11787,230760,0,0,0,0,0,0,-5,1,0,137,4,0,79
4991,262533,0,0,0,0,10,0,-4,1,0,122,4,0,83
7936,218520,0,0,0,0,10,0,-4,1,0,142,4,0,69
1168,199946,0,0,0,0,6,0,-3,0,0,147,4,0,73
2821,298853,0,0,0,0,2,0,-3,1,0,99,4,0,72
1982,224946,0,0,0,0,6,0,-4,1,0,110,4,0,31
5447,228706,0,0,0,0,7,0,-9,1,0,118,3,0,81
12311,209360,0,0,0,0,2,0,-6,1,0,112,4,0,67
12706,241853,0,0,0,0,8,0,-5,0,0,151,4,0,76
5570,221626,0,0,0,0,6,0,-3,0,0,96,4,0,63
1156,219493,0,0,0,0,5,0,-5,0,0,140,4,0,75
4160,191666,0,0,0,0,11,0,-3,0,0,128,4,0,67
10885,175093,0,0,0,0,1,0,-3,1,0,177,4,0,73
5118,217760,0,0,0,0,0,0,-5,0,0,154,4,0,63
11192,234000,0,0,0,0,5,0,-4,0,0,125,4,0,68
1260,234173,0,0,0,0,6,0,-4,1,0,163,4,0,73
8329,204853,0,0,0,0,3,0,-2,1,0,156,4,0,64
10997,206520,0,0,0,0,1,0,-4,0,0,149,4,0,67
12801,249626,0,0,0,0,5,0,-6,1,0,94,4,0,78
10538,222000,0,0,0,0,0,0,-9,1,0,106,4,0,48
11877,251160,0,0,0,0,8,0,-3,1,0,105,4,0,68
6162,275253,0,0,0,0,8,0,-6,1,0,104,4,0,24
6196,207466,0,0,0,0,5,0,-5,1,0,118,4,0,67
6087,216706,0,0,0,0,6,0,-4,0,0,97,4,0,29
6105,215493,0,0,0,0,1,0,-10,1,0,100,4,0,66
10433,267000,0,0,0,0,8,0,-2,1,0,124,4,0,63
1004,243413,0,0,0,0,7,0,-3,1,0,91,4,0,71
2609,198786,0,0,0,0,0,0,-4,1,0,130,4,0,71
2320,252933,0,0,0,0,2,0,-7,1,0,123,4,0,59
6084,232880,0,0,0,0,1,0,-3,1,0,138,4,0,66
4463,199316,0,0,0,0,10,0,-5,1,0,143,4,0,58
3311,277600,0,0,0,0,4,0,-9,0,0,193,4,0,11
621,164120,0,0,0,0,7,0,-6,1,0,179,4,0,61
4820,218093,0,0,0,0,10,0,-5,0,0,100,4,0,84
7194,189440,0,0,0,0,11,0,-4,0,0,104,4,0,77
8045,254720,0,0,0,0,1,0,-6,0,0,133,4,0,74
6357,239400,0,0,0,0,5,0,-4,0,0,130,4,0,70
8342,272546,0,0,0,0,7,0,-6,1,0,124,4,0,56
2746,228200,0,0,0,0,2,0,-4,1,0,177,4,0,80
1037,203173,0,0,0,0,6,0,-9,0,0,119,4,0,54
8492,443480,0,0,0,0,11,0,-6,0,0,93,4,0,60
4111,192600,0,0,0,0,0,0,-6,1,0,96,4,0,77
6984,162213,0,0,0,0,5,0,-17,0,0,90,4,0,52
2651,212893,0,0,0,0,2,0,-8,1,0,124,4,0,51
6870,249506,0,0,0,0,8,0,-12,1,0,103,4,0,62
6078,172733,0,0,0,0,0,0,-12,1,0,156,4,0,57
8856,319560,0,0,0,0,2,0,-6,1,0,90,4,0,4
7028,262160,0,0,0,0,2,0,-5,1,0,97,4,0,56
6167,212000,0,0,0,0,7,0,-5,1,0,142,4,0,65
2363,343413,0,0,0,0,0,0,-6,1,0,160,4,0,74
5187,238680,0,0,0,0,2,0,-5,1,0,127,4,0,7
6530,243160,0,0,0,0,1,0,-3,0,0,178,4,0,73
9007,378373,0,0,0,0,10,0,-8,0,0,106,4,0,43
6120,351400,0,0,0,0,9,0,-17,0,0,170,3,0,58
616,408440,0,0,0,0,0,0,-8,1,0,176,4,0,59
1209,181960,0,0,0,0,5,0,-12,0,0,126,4,0,7
6913,159466,0,0,0,0,0,0,-13,0,0,88,4,0,52
3273,622520,0,0,0,0,7,0,-4,0,0,95,4,0,58
2018,257213,0,0,0,0,2,0,-14,0,0,82,4,0,7
611,208866,0,0,0,0,11,0,-13,0,0,145,4,0,41
10987,325506,0,0,0,0,5,0,-19,0,0,129,4,0,50
8343,263306,0,0,0,0,11,0,-6,0,0,162,4,0,63
6241,301426,0,0,0,0,2,0,-6,0,0,142,3,0,68
10189,183546,0,0,0,0,0,0,-5,1,0,98,4,0,50
7136,205226,0,0,0,0,9,0,-7,0,0,100,3,0,60
4408,278040,0,0,0,0,0,0,-16,1,0,119,4,0,52
6096,193800,0,0,0,0,7,0,-13,1,0,118,4,0,42
8392,195533,0,0,0,0,2,0,-6,1,0,80,1,0,50
3330,128386,0,0,0,0,9,0,-5,1,0,183,4,0,40
3743,182226,0,0,0,0,2,0,-8,1,0,148,4,0,57
456,240800,0,0,0,0,8,0,-6,1,0,113,4,0,78
7519,198706,0,0,0,0,2,0,-9,0,0,96,4,0,69
13,222746,0,0,0,0,2,0,-8,1,0,135,4,0,48
4717,133200,0,0,0,0,11,0,-14,0,0,117,4,0,63
12372,333893,0,0,0,0,9,0,-11,1,0,89,4,0,77
4759,425653,0,0,0,0,10,0,-7,1,0,147,4,0,77
12338,303200,0,0,0,0,2,0,-13,0,0,109,4,0,71
12729,134253,0,0,0,0,8,0,-6,1,0,137,4,0,71
10557,149373,0,0,0,0,3,0,-5,1,0,159,4,0,70
8087,178933,0,0,0,0,9,0,-9,1,0,127,4,0,71
928,163466,0,0,0,0,9,0,-9,1,0,142,4,0,61
3901,153693,0,0,0,0,2,0,-10,1,0,98,4,0,75
3938,140773,0,0,0,0,0,0,-7,1,0,132,4,0,81
1537,212893,0,0,0,0,2,0,-12,1,0,145,4,0,67
4950,271280,0,0,0,0,9,0,-6,0,0,117,3,0,70
6691,165381,0,0,0,0,1,0,-9,0,0,122,4,0,68
5170,193493,0,0,0,0,11,0,-6,1,0,118,4,0,61
2434,208666,0,0,0,0,11,0,-12,1,0,85,4,0,56
3558,238266,0,0,0,0,5,0,-13,1,0,117,4,0,59
8800,170813,0,0,0,0,2,0,-5,1,0,108,4,0,71
1808,162373,0,0,0,0,1,0,-9,0,0,112,4,0,73
6459,369600,0,0,0,0,0,0,-6,1,0,95,4,0,72
10466,444053,0,0,0,0,9,0,-13,1,0,154,4,0,64
11622,229360,0,0,0,0,2,0,-8,1,0,124,4,0,65
5244,173946,0,0,0,0,4,0,-9,1,0,160,4,0,68
6422,429760,0,0,0,0,3,0,-5,0,0,124,4,0,71
8581,180943,0,0,0,0,2,0,-8,1,0,122,4,0,69
11141,184880,0,0,0,0,6,0,-13,1,0,107,4,0,54
4433,176333,0,0,0,0,10,0,-8,1,0,136,4,0,66
10580,201800,0,0,0,0,11,0,-13,1,0,126,4,0,58
4352,150906,0,0,0,0,2,0,-13,1,0,196,4,0,52
11167,153760,0,0,0,0,4,0,-7,1,0,156,4,0,60
10527,250000,0,0,0,0,2,0,-12,1,0,115,4,0,72
4830,120173,0,0,0,0,8,0,-8,0,0,173,4,0,13
8758,187213,0,0,0,0,2,0,-7,1,0,120,4,0,30
2647,386373,0,0,0,0,2,0,-9,1,0,86,3,0,63
10489,226906,0,0,0,0,7,0,-9,0,0,138,4,0,37
5292,145746,0,0,0,0,7,0,-5,1,0,130,4,0,74
9331,171600,0,0,0,0,2,0,-9,1,0,79,4,0,64
462,142480,0,0,0,0,7,0,-2,1,0,136,4,0,38
9201,214880,0,0,0,0,3,0,-6,1,0,83,4,0,51
10484,160306,0,0,0,0,10,0,-9,1,0,110,4,0,63
5827,219466,0,0,0,0,3,0,-7,1,0,137,4,0,21
3954,198773,0,0,0,0,1,0,-5,0,0,98,4,0,62
10098,174840,0,0,0,0,4,0,-9,1,0,132,4,0,69
11380,290933,0,0,0,0,2,0,-11,1,0,122,4,0,53
4653,147893,0,0,0,0,9,0,-9,0,0,140,4,0,63
2886,125826,0,0,0,0,0,0,-7,1,0,138,4,0,66
8385,204480,0,0,0,0,5,0,-7,0,0,159,4,0,67
4370,219026,0,0,0,0,10,0,-7,0,0,133,4,0,70
8766,185523,0,0,0,0,11,0,-6,1,0,165,4,0,55
12640,125666,0,0,0,0,5,0,-11,1,0,96,4,0,74
7774,269106,0,0,0,0,4,0,-4,0,0,84,4,0,66
10190,318813,0,0,0,0,0,0,-12,1,0,139,4,0,72
6899,271573,0,0,0,0,4,0,-14,0,0,111,4,0,68
7654,131360,0,0,0,0,9,0,-6,1,0,124,4,0,58
11198,278626,0,0,0,0,9,0,-10,1,0,143,4,0,55
1644,162533,0,0,0,0,0,0,-8,1,0,70,4,0,71
979,141600,0,0,0,0,2,0,-5,1,0,89,4,0,71
2460,166466,0,0,0,0,2,0,-9,1,0,96,4,0,59
9114,205293,0,0,0,0,6,0,-9,1,0,121,4,0,67
9779,170760,0,0,0,0,7,0,-4,1,0,132,4,0,54
5142,138360,0,0,0,0,7,0,-5,1,0,148,4,0,57
11162,192053,0,0,0,0,7,0,-7,1,0,171,3,0,70
4907,179386,0,0,0,0,7,0,-6,1,0,119,4,0,57
10956,710826,0,0,0,0,0,0,-17,1,0,104,4,0,49
9727,140920,0,0,0,0,4,0,-3,0,0,75,4,0,67
4671,254133,0,0,0,0,9,0,-9,1,0,97,4,0,64
1674,183306,0,0,0,0,7,0,-10,1,0,150,4,0,80
4197,270773,0,0,0,0,1,0,-8,0,0,118,4,0,75
11492,190253,0,0,0,0,1,0,-4,1,0,108,4,0,63
10552,163026,0,0,0,0,8,0,-13,1,0,147,4,0,47
12337,150640,0,0,0,0,2,0,-12,1,0,106,4,0,70
4434,154120,0,0,0,0,9,0,-9,1,0,141,4,0,60
5146,134386,0,0,0,0,9,0,-7,0,0,144,4,0,66
7453,149466,0,0,0,0,2,0,-9,1,0,120,4,0,61
12469,164106,0,0,0,0,4,0,-9,1,0,112,4,0,67
5031,252040,0,0,0,0,5,0,-11,1,0,109,4,0,38
3906,149733,0,0,0,0,2,0,-8,1,0,127,5,0,53
10398,194733,0,0,0,0,0,0,-9,1,0,127,4,0,58
1429,165426,0,0,0,0,2,0,-20,1,0,174,4,0,68
5537,134133,0,0,0,0,11,0,-9,1,0,102,3,0,50
5354,176160,0,0,0,0,9,0,-5,1,0,129,4,0,14
4257,156106,0,0,0,0,9,0,-6,1,0,129,4,0,52
5719,172746,0,0,0,0,9,0,-8,1,0,128,4,0,49
12422,158250,0,0,0,0,11,0,-10,0,0,201,4,0,54
1931,235826,0,0,0,0,7,0,-7,1,0,129,4,0,52
9571,174573,0,0,0,0,2,0,-7,1,0,123,4,0,33
570,197274,0,0,0,0,11,0,-15,0,0,174,4,0,58
8767,189848,0,0,0,0,11,0,-6,1,0,165,4,0,8
9972,482278,0,0,0,0,9,0,-8,0,0,127,4,0,43
5159,178266,0,0,0,0,2,0,-7,0,0,147,4,0,49
193,177426,0,0,0,0,7,0,-5,1,0,123,4,0,30
4613,160400,0,0,0,0,10,0,-5,1,0,130,4,0,55
5970,181760,0,0,0,0,1,0,-11,1,0,142,4,0,40
5162,213706,0,0,0,0,9,0,-8,0,0,110,4,0,42
5282,188560,0,0,0,0,4,0,-8,1,0,120,4,0,62
5398,279520,0,0,0,0,7,0,-9,1,0,125,4,0,16
3253,214640,0,0,0,0,9,0,-10,1,0,130,4,0,56
12455,166092,0,0,0,0,11,0,-6,1,0,160,4,0,42
7394,334106,0,0,0,0,6,0,-14,1,0,91,4,0,69
3972,256000,0,0,0,0,5,0,-13,1,0,84,4,0,73
6201,199493,0,0,0,0,7,0,-22,0,0,159,4,0,77
6277,258834,0,0,0,0,0,0,-13,1,0,75,4,0,69
4945,391376,0,0,0,0,2,0,-9,1,0,147,4,0,83
3678,296800,0,0,0,0,4,0,-15,0,0,103,4,0,79
12767,258411,0,0,0,0,0,0,-8,1,0,106,4,0,74
3194,206266,0,0,0,0,7,0,-10,1,0,93,4,0,76
8240,214080,0,0,0,0,2,0,-8,1,0,147,4,0,64
12774,268706,0,0,0,0,9,0,-15,1,0,91,4,0,53
9044,233560,0,0,0,0,0,0,-10,1,0,116,4,0,71
2416,155453,0,0,0,0,9,0,-18,1,0,77,4,0,54
5405,155880,0,0,0,0,1,0,-14,0,0,88,4,0,72
4657,187013,0,0,0,0,4,0,-10,0,0,171,4,0,70
12430,216573,0,0,0,0,10,0,-13,1,0,90,4,0,13
9239,281613,0,0,0,0,10,0,-9,1,0,136,4,0,80
5539,336453,0,0,0,0,0,0,-13,1,0,189,4,0,77
12399,286880,0,0,0,0,9,0,-7,1,0,112,4,0,65
4536,277160,0,0,0,0,0,0,-12,1,0,171,3,0,64
7565,281226,0,0,0,0,1,0,-8,0,0,120,4,0,78
225,252239,0,0,0,0,11,0,-17,0,0,123,4,0,77
5791,161533,0,0,0,0,1,0,-10,0,0,110,4,0,76
6320,243026,0,0,0,0,0,0,-8,1,0,143,4,0,78
6895,350266,0,0,0,0,2,0,-10,1,0,129,4,0,34
7114,164813,0,0,0,0,9,0,-10,1,0,105,4,0,71
12301,200146,0,0,0,0,0,0,-10,1,0,106,4,0,62
7113,271333,0,0,0,0,2,0,-10,1,0,93,4,0,69
5474,229560,0,0,0,0,2,0,-12,1,0,122,4,0,60
8590,123173,0,0,0,0,3,0,-15,1,0,82,4,0,64
11988,170759,0,0,0,0,6,0,-10,0,0,127,4,0,59
4304,212160,0,0,0,0,2,0,-15,1,0,78,4,0,55
7543,227705,0,0,0,0,7,0,-13,0,0,127,4,0,67
5279,176533,0,0,0,0,9,0,-14,1,0,98,4,0,71
322,228133,0,0,0,0,1,0,-11,1,0,152,4,0,66
12426,200160,0,0,0,0,0,0,-9,1,0,151,4,0,75
1804,230226,0,0,0,0,4,0,-9,1,0,70,3,0,62
3111,261546,0,0,0,0,0,0,-14,1,0,119,4,0,49
10742,341626,0,0,0,0,9,0,-13,1,0,100,4,0,63
5510,187866,0,0,0,0,0,0,-12,1,0,75,4,0,77
7066,229826,0,0,0,0,7,0,-10,1,0,79,4,0,65
11440,129106,0,0,0,0,1,0,-22,0,0,96,4,0,46
3226,260893,0,0,0,0,10,0,-13,0,0,132,4,0,58
11773,233240,0,0,0,0,2,0,-8,1,0,139,4,0,62
6405,235986,0,0,0,0,10,0,-14,1,0,123,4,0,71
8535,207866,0,0,0,0,9,0,-16,0,0,138,4,0,45
12578,269066,0,0,0,0,1,0,-11,1,0,124,4,0,66
10416,201334,0,0,0,0,7,0,-11,1,0,125,4,0,63
5875,237106,0,0,0,0,1,0,-9,1,0,95,4,0,65
32,229066,0,0,0,0,9,0,-13,1,0,85,3,0,62
1992,174826,0,0,0,0,0,0,-8,1,0,102,4,0,68
8298,179760,0,0,0,0,9,0,-14,1,0,140,4,0,67
648,272160,0,0,0,0,7,0,-11,1,0,75,4,0,50
3663,310773,0,0,0,0,9,0,-22,0,0,119,3,0,58
532,226866,0,0,0,0,9,0,-8,1,0,122,4,0,59
10247,211666,0,0,0,0,9,0,-10,1,0,104,4,0,63
914,309760,0,0,0,0,0,0,-12,1,0,132,4,0,50
10081,262600,0,0,0,0,11,0,-8,1,0,102,1,0,21
1560,213026,0,0,0,0,10,0,-10,1,0,126,4,0,48
10120,203333,0,0,0,0,2,0,-8,1,0,76,4,0,53
12770,229240,0,0,0,0,11,0,-6,1,0,74,4,0,72
9191,250333,0,0,0,0,7,0,-15,1,0,125,4,0,44
12678,159640,0,0,0,0,1,0,-10,1,0,121,4,0,53
1437,239399,0,0,0,0,11,0,-12,1,0,95,4,0,63
1487,354320,0,0,0,0,0,0,-9,0,0,143,4,0,59
10243,482830,0,0,0,0,9,0,-12,0,0,82,4,0,80
4945,391376,0,0,0,0,2,0,-9,1,0,147,4,0,83
6581,200480,0,0,0,0,0,0,-7,1,0,133,4,0,71
