song_name,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence,song_popularity
5119,244333,0,0,0,0,8,0,-7,1,0,147,4,0,71
9979,242000,0,0,0,0,1,0,-8,0,0,134,5,0,78
10924,217986,0,0,0,0,4,0,-9,1,0,141,4,0,71
1549,245933,0,0,0,0,0,0,-5,1,0,147,4,0,70
11262,281560,0,0,0,0,2,0,-6,1,0,78,4,0,69
2224,277000,0,0,0,0,10,0,-11,1,0,90,4,0,73
2249,215173,0,0,0,0,9,0,-5,1,0,92,4,0,73
12673,195493,0,0,0,0,7,0,-7,1,0,139,3,0,25
12755,209493,0,0,0,0,0,0,-9,0,0,81,4,0,79
10128,236160,0,0,0,0,9,0,-4,1,0,172,4,0,71
8326,236266,0,0,0,0,8,0,-4,1,0,116,4,0,73
12311,208600,0,0,0,0,2,0,-5,1,0,112,4,0,74
9735,276786,0,0,0,0,11,0,-9,0,0,98,4,0,74
11553,273426,0,0,0,0,11,0,-7,0,0,139,4,0,73
12801,249626,0,0,0,0,5,0,-6,1,0,94,4,0,78
10903,286653,0,0,0,0,4,0,-13,1,0,133,4,0,59
5314,276720,0,0,0,0,1,0,-5,1,0,131,4,0,71
1256,207680,0,0,0,0,7,0,-9,0,0,110,4,0,72
6822,191360,0,0,0,0,0,0,-8,1,0,130,4,0,79
5517,257836,0,0,0,0,7,0,-2,1,0,197,3,0,63
2234,181426,0,0,0,0,7,0,-4,1,0,108,4,0,5
3153,197853,0,0,0,0,7,0,-3,1,0,140,4,0,24
1404,189120,0,0,0,0,4,0,-2,0,0,90,4,0,9
12254,172826,0,0,0,0,4,0,-4,0,0,124,4,0,60
11115,251106,0,0,0,0,1,0,-4,1,0,89,4,0,67
1362,247373,0,0,0,0,1,0,-4,0,0,136,4,0,66
9700,209703,0,0,0,0,11,0,-4,0,0,96,4,0,67
4725,251560,0,0,0,0,7,0,-3,1,0,105,4,0,7
6851,233297,0,0,0,0,0,0,-3,1,0,90,4,0,79
571,245861,0,0,0,0,4,0,-3,0,0,135,4,0,70
8728,255230,0,0,0,0,6,0,-4,1,0,99,3,0,66
68,202907,0,0,0,0,7,0,-4,1,0,95,4,0,15
2041,225133,0,0,0,0,10,0,-5,0,0,85,4,0,66
3188,217720,0,0,0,0,2,0,-4,1,0,103,4,0,61
9953,219760,0,0,0,0,8,0,-4,1,0,84,3,0,59
12347,196480,0,0,0,0,2,0,-5,1,0,102,4,0,68
4743,255586,0,0,0,0,6,0,-4,0,0,121,4,0,65
10945,238653,0,0,0,0,7,0,-4,1,0,109,3,0,14
547,198144,0,0,0,0,7,0,-5,1,0,198,4,0,55
662,212933,0,0,0,0,10,0,-1,0,0,157,4,0,53
744,261705,0,0,0,0,2,0,-2,1,0,100,4,0,72
7366,207200,0,0,0,0,6,0,-3,1,0,140,4,0,58
2894,233333,0,0,0,0,7,0,-4,1,0,170,4,0,60
1842,235013,0,0,0,0,2,0,-4,0,0,163,4,0,48
8929,301706,0,0,0,0,8,0,-5,1,0,115,4,0,59
11117,243913,0,0,0,0,4,0,-3,0,0,183,4,0,2
976,208688,0,0,0,0,4,0,-3,1,0,112,4,0,55
8325,227864,0,0,0,0,11,0,-4,0,0,97,4,0,35
11969,315120,0,0,0,0,1,0,-8,0,0,118,4,0,73
5586,230933,0,0,0,0,5,0,-4,0,0,112,4,0,39
9198,206471,0,0,0,0,6,0,-4,1,0,100,4,0,53
11484,257453,0,0,0,0,5,0,-3,1,0,94,4,0,65
2530,207986,0,0,0,0,7,0,-3,1,0,119,4,0,18
8952,261573,0,0,0,0,2,0,-5,0,0,124,4,0,61
1657,187371,0,0,0,0,2,0,-4,1,0,95,4,0,63
11714,220896,0,0,0,0,0,0,-2,1,0,118,4,0,54
5609,260509,0,0,0,0,1,0,-3,1,0,161,4,0,55
1653,200310,0,0,0,0,2,0,-4,0,0,144,4,0,58
1614,174546,0,0,0,0,5,0,-2,0,0,104,4,0,43
59,226540,0,0,0,0,6,0,-3,0,0,92,4,0,54
10870,196051,0,0,0,0,5,0,-4,1,0,104,4,0,34
12041,224906,0,0,0,0,4,0,-3,1,0,123,4,0,66
310,229840,0,0,0,0,1,0,-2,0,0,139,4,0,68
11171,233079,0,0,0,0,2,0,-3,0,0,123,4,0,13
4590,189347,0,0,0,0,8,0,-3,0,0,93,4,0,24
9677,236549,0,0,0,0,10,0,-4,0,0,179,4,0,59
4601,182190,0,0,0,0,1,0,-4,1,0,105,4,0,54
4540,195653,0,0,0,0,3,0,-4,1,0,111,4,0,66
12581,211165,0,0,0,0,7,0,-3,1,0,111,4,0,46
8130,190840,0,0,0,0,1,0,-4,1,0,165,4,0,4
11966,231963,0,0,0,0,6,0,-3,1,0,143,4,0,59
5800,250792,0,0,0,0,0,0,-3,1,0,99,4,0,62
6597,223506,0,0,0,0,10,0,-3,0,0,89,4,0,53
8934,263786,0,0,0,0,5,0,-5,1,0,164,3,0,57
9066,225263,0,0,0,0,11,0,-4,0,0,92,4,0,56
11540,253146,0,0,0,0,8,0,-5,1,0,175,4,0,39
2976,267997,0,0,0,0,7,0,-4,1,0,152,4,0,23
8765,283400,0,0,0,0,2,0,-1,1,0,135,4,0,75
6624,161626,0,0,0,0,1,0,-4,1,0,180,4,0,45
8438,200676,0,0,0,0,3,0,-2,0,0,149,4,0,65
4290,221973,0,0,0,0,7,0,-5,0,0,120,4,0,17
11846,263586,0,0,0,0,11,0,-3,0,0,124,4,0,54
6323,241560,0,0,0,0,6,0,-5,1,0,170,4,0,50
10955,238491,0,0,0,0,10,0,-4,0,0,95,4,0,42
4575,239386,0,0,0,0,5,0,-3,1,0,171,4,0,66
3750,252244,0,0,0,0,0,0,-4,0,0,98,4,0,60
7056,179439,0,0,0,0,4,0,-3,0,0,106,4,0,65
3420,199521,0,0,0,0,8,0,-4,0,0,101,4,0,73
5892,207378,0,0,0,0,10,0,-5,0,0,102,4,0,62
3630,246792,0,0,0,0,1,0,-6,0,0,106,4,0,62
10055,255608,0,0,0,0,9,0,-3,0,0,108,4,0,70
7990,197851,0,0,0,0,11,0,-5,0,0,107,4,0,60
6868,182857,0,0,0,0,11,0,-4,1,0,105,4,0,62
7019,231272,0,0,0,0,2,0,-7,1,0,110,4,0,58
7534,228706,0,0,0,0,7,0,-4,1,0,114,4,0,73
2242,211293,0,0,0,0,4,0,-7,0,0,99,4,0,67
12444,219428,0,0,0,0,7,0,-2,0,0,104,4,0,52
2544,160293,0,0,0,0,6,0,-3,0,0,98,4,0,55
8166,173986,0,0,0,0,1,0,-5,1,0,103,4,0,85
10184,258000,0,0,0,0,4,0,-6,0,0,120,4,0,52
3776,160000,0,0,0,0,8,0,-6,0,0,105,4,0,54
1203,197276,0,0,0,0,4,0,-2,1,0,100,4,0,50
8091,216242,0,0,0,0,9,0,-5,0,0,100,4,0,59
5528,230557,0,0,0,0,11,0,-5,0,0,125,4,0,50
9813,191506,0,0,0,0,8,0,-4,0,0,122,4,0,51
8140,284814,0,0,0,0,0,0,-1,1,0,124,4,0,47
4207,232120,0,0,0,0,1,0,-2,1,0,126,4,0,47
8778,187866,0,0,0,0,2,0,-2,1,0,130,4,0,47
5740,246126,0,0,0,0,9,0,-2,0,0,118,4,0,48
1939,246832,0,0,0,0,9,0,-2,0,0,122,4,0,52
9981,261546,0,0,0,0,6,0,-3,0,0,135,5,0,49
11059,198058,0,0,0,0,2,0,-6,1,0,103,4,0,49
2575,158175,0,0,0,0,11,0,-5,1,0,124,4,0,44
8387,212005,0,0,0,0,2,0,-5,1,0,119,4,0,47
6746,246828,0,0,0,0,4,0,-5,1,0,121,4,0,46
10789,188817,0,0,0,0,9,0,-2,0,0,104,4,0,47
6814,185625,0,0,0,0,5,0,-6,1,0,99,4,0,63
3623,296784,0,0,0,0,2,0,-6,1,0,127,4,0,40
7361,319920,0,0,0,0,2,0,-6,0,0,123,4,0,37
7232,352653,0,0,0,0,1,0,-6,1,0,126,4,0,48
5027,241024,0,0,0,0,0,0,-3,1,0,203,4,0,60
10467,269997,0,0,0,0,1,0,-5,0,0,100,4,0,40
6942,195357,0,0,0,0,7,0,-6,0,0,112,4,0,41
6868,182857,0,0,0,0,11,0,-4,1,0,105,4,0,62
5664,216774,0,0,0,0,4,0,-4,0,0,124,4,0,50
6296,262191,0,0,0,0,1,0,-5,0,0,125,4,0,49
2544,160293,0,0,0,0,6,0,-3,0,0,98,4,0,55
8395,242893,0,0,0,0,6,0,-6,0,0,72,3,0,63
3150,199000,0,0,0,0,2,0,-6,1,0,108,4,0,65
9926,189506,0,0,0,0,10,0,-3,0,0,120,4,0,52
11356,187333,0,0,0,0,1,0,-5,0,0,180,4,0,48
8280,279445,0,0,0,0,1,0,-4,1,0,126,4,0,41
497,174000,0,0,0,0,5,0,-4,1,0,199,4,0,46
8455,204654,0,0,0,0,8,0,-4,1,0,100,4,0,59
7574,233717,0,0,0,0,11,0,-2,1,0,112,4,0,57
10234,199699,0,0,0,0,1,0,-7,1,0,94,4,0,39
6950,371973,0,0,0,0,11,0,-6,0,0,125,4,0,47
285,206829,0,0,0,0,2,0,-4,1,0,123,4,0,58
6772,195597,0,0,0,0,0,0,-6,1,0,105,4,0,52
5773,459040,0,0,0,0,0,0,-11,1,0,126,4,0,27
9409,218079,0,0,0,0,11,0,-8,0,0,103,4,0,49
12497,390373,0,0,0,0,1,0,-6,0,0,126,4,0,38
8755,144679,0,0,0,0,1,0,-5,1,0,99,4,0,61
9230,221228,0,0,0,0,0,0,-7,1,0,104,4,0,58
9683,208873,0,0,0,0,6,0,-4,1,0,130,4,0,55
839,198626,0,0,0,0,8,0,-5,0,0,109,4,0,40
2315,212703,0,0,0,0,7,0,-5,1,0,105,4,0,37
6295,197972,0,0,0,0,9,0,-5,1,0,98,4,0,65
1164,196800,0,0,0,0,5,0,-6,1,0,125,5,0,60
9527,203363,0,0,0,0,2,0,-2,1,0,124,4,0,51
7259,246601,0,0,0,0,1,0,-1,1,0,199,4,0,54
10518,203242,0,0,0,0,11,0,-5,1,0,107,4,0,36
11449,250000,0,0,0,0,5,0,-6,0,0,112,4,0,46
10701,216635,0,0,0,0,0,0,-4,1,0,105,4,0,56
6892,226506,0,0,0,0,1,0,-4,0,0,213,4,0,41
8696,216111,0,0,0,0,1,0,-6,0,0,119,4,0,37
6965,219297,0,0,0,0,7,0,-4,1,0,124,4,0,46
891,196440,0,0,0,0,4,0,-3,0,0,110,4,0,52
2184,361750,0,0,0,0,1,0,-8,1,0,125,4,0,43
1778,253152,0,0,0,0,5,0,-3,1,0,108,4,0,52
11547,242026,0,0,0,0,8,0,-6,0,0,99,4,0,47
3667,217103,0,0,0,0,7,0,-4,1,0,114,4,0,48
12444,219428,0,0,0,0,7,0,-2,0,0,104,4,0,52
693,230160,0,0,0,0,10,0,-10,0,0,83,4,0,29
9679,805746,0,0,0,0,10,0,-6,0,0,120,4,0,22
1219,200265,0,0,0,0,1,0,-6,0,0,106,4,0,78
44,211852,0,0,0,0,10,0,-7,0,0,199,4,0,76
5892,207378,0,0,0,0,10,0,-5,0,0,102,4,0,62
786,249320,0,0,0,0,4,0,-3,0,0,206,4,0,59
8186,199835,0,0,0,0,1,0,-6,1,0,123,4,0,32
6173,466451,0,0,0,0,1,0,-8,1,0,124,4,0,25
5446,237714,0,0,0,0,7,0,-2,0,0,104,4,0,63
9665,350179,0,0,0,0,3,0,-5,0,0,121,4,0,23
12841,745653,0,0,0,0,2,0,-5,0,0,131,4,0,30
2748,198946,0,0,0,0,5,0,-7,1,0,93,4,0,63
8461,63080,0,0,0,0,10,0,-8,0,0,97,4,0,55
11948,199801,0,0,0,0,1,0,-6,1,0,127,4,0,0
10097,199360,0,0,0,0,1,0,-7,0,0,128,4,0,56
809,171520,0,0,0,0,7,0,-7,1,0,204,4,0,61
5400,214893,0,0,0,0,0,0,-7,1,0,77,4,0,46
5954,147293,0,0,0,0,2,0,-4,1,0,130,4,0,50
9604,210731,0,0,0,0,2,0,-8,1,0,82,4,0,49
2020,247377,0,0,0,0,11,0,-10,1,0,70,4,0,41
699,116280,0,0,0,0,7,0,-4,1,0,142,4,0,47
12109,214746,0,0,0,0,5,0,-6,1,0,135,4,0,46
5179,215626,0,0,0,0,2,0,-5,1,0,76,4,0,43
936,90653,0,0,0,0,6,0,-5,0,0,100,4,0,51
2549,248560,0,0,0,0,11,0,-7,0,0,133,4,0,64
9159,264493,0,0,0,0,1,0,-6,1,0,107,4,0,54
3727,182760,0,0,0,0,2,0,-5,1,0,94,4,0,35
10272,183466,0,0,0,0,2,0,-7,1,0,135,4,0,39
2987,232000,0,0,0,0,7,0,-4,1,0,123,4,0,65
9160,223840,0,0,0,0,3,0,-5,0,0,125,4,0,58
1879,198040,0,0,0,0,11,0,-6,0,0,143,4,0,55
2497,76946,0,0,0,0,7,0,-13,1,0,129,4,0,55
5250,291718,0,0,0,0,10,0,-7,0,0,76,4,0,0
8740,150459,0,0,0,0,11,0,-8,0,0,108,4,0,30
4774,110106,0,0,0,0,3,0,-5,1,0,95,4,0,23
11526,154560,0,0,0,0,9,0,-7,0,0,112,4,0,55
9073,199533,0,0,0,0,1,0,-9,1,0,129,4,0,41
10848,160840,0,0,0,0,7,0,-5,1,0,78,4,0,39
11950,193733,0,0,0,0,3,0,-6,1,0,116,4,0,48
2256,336693,0,0,0,0,0,0,-7,1,0,122,3,0,35
9173,196986,0,0,0,0,7,0,-5,1,0,127,4,0,53
9131,213880,0,0,0,0,8,0,-6,1,0,85,4,0,45
8915,228000,0,0,0,0,8,0,-7,1,0,134,4,0,55
6325,220452,0,0,0,0,3,0,-4,1,0,130,4,0,33
6765,158146,0,0,0,0,10,0,-3,1,0,79,4,0,20
6202,176813,0,0,0,0,11,0,-8,1,0,129,4,0,21
4100,168824,0,0,0,0,0,0,-7,0,0,173,3,0,0
7316,260315,0,0,0,0,8,0,-15,0,0,99,4,0,0
10579,112360,0,0,0,0,0,0,-9,1,0,132,4,0,38
10238,201080,0,0,0,0,9,0,-9,1,0,120,4,0,42
1196,217080,0,0,0,0,0,0,-5,1,0,105,4,0,60
3822,246706,0,0,0,0,3,0,-12,1,0,67,3,0,34
5458,109213,0,0,0,0,9,0,-6,1,0,174,4,0,17
2425,221066,0,0,0,0,7,0,-8,1,0,93,4,0,24
1326,179053,0,0,0,0,3,0,-6,1,0,116,4,0,23
10968,75360,0,0,0,0,0,0,-5,0,0,123,4,0,24
8786,233266,0,0,0,0,3,0,-5,1,0,128,4,0,32
7139,204160,0,0,0,0,9,0,-7,1,0,108,1,0,23
981,277546,0,0,0,0,9,0,-5,0,0,120,4,0,38
1168,105013,0,0,0,0,1,0,-3,0,0,79,4,0,16
2445,100026,0,0,0,0,11,0,-4,1,0,74,4,0,25
9184,141706,0,0,0,0,7,0,-8,1,0,104,4,0,52
4540,278200,0,0,0,0,7,0,-6,1,0,74,4,0,34
3588,72786,0,0,0,0,1,0,-8,0,0,127,4,0,26
2990,185080,0,0,0,0,1,0,-6,0,0,124,4,0,52
4406,198600,0,0,0,0,7,0,-5,1,0,121,4,0,24
274,141341,0,0,0,0,2,0,-5,1,0,87,4,0,27
12080,115706,0,0,0,0,6,0,-4,0,0,165,3,0,20
6526,233946,0,0,0,0,5,0,-3,1,0,108,4,0,7
9818,253000,0,0,0,0,10,0,-6,1,0,133,4,0,53
2025,196649,0,0,0,0,0,0,-5,0,0,94,4,0,38
3519,214359,0,0,0,0,9,0,-7,0,0,167,4,0,56
9709,269146,0,0,0,0,7,0,-5,1,0,89,4,0,39
1354,204640,0,0,0,0,1,0,-4,1,0,93,4,0,50
2150,227106,0,0,0,0,1,0,-5,1,0,95,4,0,66
6268,206163,0,0,0,0,8,0,-8,0,0,127,4,0,34
8254,217298,0,0,0,0,1,0,-8,0,0,91,4,0,37
10855,201943,0,0,0,0,11,0,-8,1,0,145,4,0,42
2854,228000,0,0,0,0,5,0,-8,0,0,77,4,0,37
1988,196520,0,0,0,0,0,0,-5,0,0,128,4,0,46
1388,161832,0,0,0,0,8,0,-8,1,0,135,4,0,53
1226,287272,0,0,0,0,6,0,-7,0,0,132,4,0,60
184,185517,0,0,0,0,9,0,-6,0,0,97,4,0,41
10751,200371,0,0,0,0,9,0,-5,0,0,128,4,0,47
6898,235752,0,0,0,0,9,0,-9,0,0,90,4,0,25
9856,139746,0,0,0,0,1,0,-10,1,0,79,4,0,18
8151,196530,0,0,0,0,10,0,-6,0,0,72,4,0,32
7603,243784,0,0,0,0,10,0,-6,0,0,129,4,0,57
7055,161481,0,0,0,0,0,0,-5,0,0,162,4,0,43
6841,195620,0,0,0,0,5,0,-10,0,0,120,4,0,30
10934,240084,0,0,0,0,9,0,-4,0,0,125,4,0,45
8741,223840,0,0,0,0,10,0,-7,0,0,119,4,0,31
7961,189705,0,0,0,0,1,0,-11,1,0,169,4,0,35
8905,137454,0,0,0,0,8,0,-5,1,0,109,4,0,22
272,208383,0,0,0,0,9,0,-7,0,0,120,4,0,47
6329,217783,0,0,0,0,5,0,-10,0,0,94,4,0,55
5219,205452,0,0,0,0,11,0,-6,1,0,74,4,0,57
1385,236993,0,0,0,0,6,0,-7,0,0,114,4,0,49
7865,250235,0,0,0,0,0,0,-8,1,0,113,5,0,47
10452,241606,0,0,0,0,4,0,-10,0,0,77,4,0,35
6678,157697,0,0,0,0,0,0,-5,1,0,130,4,0,35
534,152000,0,0,0,0,1,0,-7,1,0,129,4,0,34
12518,230013,0,0,0,0,6,0,-6,1,0,120,4,0,37
4038,218000,0,0,0,0,9,0,-8,0,0,129,4,0,65
2739,224673,0,0,0,0,10,0,-3,0,0,95,4,0,40
1045,169466,0,0,0,0,0,0,-8,1,0,85,4,0,56
11377,220746,0,0,0,0,8,0,-7,1,0,84,4,0,38
3608,182247,0,0,0,0,9,0,-4,0,0,89,4,0,42
10618,175080,0,0,0,0,5,0,-7,0,0,133,4,0,39
10054,213655,0,0,0,0,7,0,-10,1,0,110,4,0,35
1125,228597,0,0,0,0,8,0,-8,1,0,105,4,0,22
5793,122823,0,0,0,0,5,0,-8,0,0,84,4,0,35
12512,193043,0,0,0,0,7,0,-7,1,0,91,4,0,22
9022,207440,0,0,0,0,1,0,-6,0,0,158,4,0,35
1346,136438,0,0,0,0,4,0,-12,0,0,146,4,0,23
3650,275303,0,0,0,0,9,0,-9,1,0,66,3,0,32
8752,204131,0,0,0,0,4,0,-8,0,0,86,4,0,23
6936,237557,0,0,0,0,3,0,-8,0,0,93,4,0,47
11456,213576,0,0,0,0,0,0,-9,0,0,89,4,0,47
2420,249106,0,0,0,0,7,0,-7,1,0,99,4,0,65
5525,193466,0,0,0,0,11,0,-2,0,0,90,4,0,19
6650,326466,0,0,0,0,2,0,-4,1,0,171,4,0,81
937,240440,0,0,0,0,10,0,-3,1,0,123,4,0,81
9659,242733,0,0,0,0,7,0,-5,0,0,117,4,0,77
4820,218093,0,0,0,0,10,0,-5,0,0,100,4,0,84
2410,177466,0,0,0,0,8,0,-4,1,0,111,4,0,78
8461,202066,0,0,0,0,10,0,-4,0,0,96,4,0,79
11498,198800,0,0,0,0,5,0,-3,0,0,143,4,0,70
4770,235213,0,0,0,0,0,0,-2,1,0,79,4,0,75
12630,250066,0,0,0,0,2,0,-4,1,0,105,4,0,71
12292,272533,0,0,0,0,5,0,-3,1,0,94,4,0,40
11346,199733,0,0,0,0,2,0,-6,0,0,120,4,0,69
2932,272080,0,0,0,0,1,0,-3,1,0,120,4,0,40
2990,267080,0,0,0,0,6,0,-5,0,0,122,4,0,79
8639,237200,0,0,0,0,4,0,-4,1,0,119,4,0,31
5646,227853,0,0,0,0,7,0,-4,0,0,175,4,0,78
5158,289133,0,0,0,0,0,0,-6,1,0,127,4,0,70
5178,179640,0,0,0,0,5,0,-3,1,0,129,4,0,74
190,259346,0,0,0,0,7,0,-9,1,0,87,4,0,56
4307,207626,0,0,0,0,1,0,-5,0,0,92,4,0,39
4827,250493,0,0,0,0,5,0,-5,0,0,90,4,0,58
10561,254026,0,0,0,0,1,0,-2,0,0,161,4,0,75
11290,206200,0,0,0,0,5,0,-4,0,0,95,4,0,40
5399,243494,0,0,0,0,11,0,-9,1,0,151,4,0,69
7791,264373,0,0,0,0,8,0,-4,0,0,160,4,0,72
712,184826,0,0,0,0,8,0,-6,1,0,118,4,0,34
2805,289173,0,0,0,0,2,0,-8,0,0,168,4,0,79
6944,212040,0,0,0,0,10,0,-10,1,0,76,1,0,79
11656,266893,0,0,0,0,6,0,-4,1,0,93,4,0,77
4860,199853,0,0,0,0,10,0,-2,0,0,110,4,0,72
12787,278719,0,0,0,0,0,0,-4,1,0,138,4,0,17
1762,199640,0,0,0,0,8,0,-3,0,0,172,4,0,66
3515,197124,0,0,0,0,8,0,-5,1,0,142,4,0,26
11680,275986,0,0,0,0,1,0,-4,1,0,174,4,0,82
3154,266066,0,0,0,0,1,0,-3,1,0,92,4,0,36
8270,281466,0,0,0,0,10,0,-14,1,0,67,3,0,70
8194,235466,0,0,0,0,2,0,-8,1,0,122,4,0,69
5977,302840,0,0,0,0,9,0,-3,1,0,122,4,0,78
7027,237920,0,0,0,0,4,0,-5,0,0,97,4,0,64
12471,251240,0,0,0,0,4,0,-4,0,0,120,3,0,53
9897,193213,0,0,0,0,1,0,-5,1,0,193,4,0,72
9734,257133,0,0,0,0,0,0,-5,0,0,203,4,0,45
11763,259333,0,0,0,0,5,0,-6,1,0,100,4,0,77
2299,244506,0,0,0,0,5,0,-5,1,0,77,4,0,21
5683,227546,0,0,0,0,0,0,-4,1,0,94,4,0,73
1525,207354,0,0,0,0,1,0,-4,0,0,103,4,0,59
8248,210853,0,0,0,0,11,0,-4,1,0,95,4,0,69
9886,188960,0,0,0,0,0,0,-5,1,0,131,4,0,66
9650,204586,0,0,0,0,9,0,-5,1,0,153,4,0,45
12330,240040,0,0,0,0,5,0,-6,1,0,170,4,0,68
11130,309600,0,0,0,0,5,0,-7,1,0,146,4,0,86
139,189693,0,0,0,0,2,0,-4,1,0,113,4,0,72
8216,203786,0,0,0,0,5,0,-10,0,0,113,4,0,78
4540,261640,0,0,0,0,11,0,-5,0,0,79,4,0,82
12279,197026,0,0,0,0,1,0,-4,0,0,107,4,0,21
6759,258826,0,0,0,0,2,0,-3,0,0,123,4,0,77
6761,235266,0,0,0,0,2,0,-3,1,0,118,4,0,71
7043,230120,0,0,0,0,10,0,-4,1,0,144,4,0,74
1133,238560,0,0,0,0,5,0,-3,0,0,76,4,0,73
2453,287893,0,0,0,0,8,0,-6,0,0,73,4,0,16
9230,267266,0,0,0,0,4,0,-6,0,0,100,4,0,74
1156,220373,0,0,0,0,5,0,-5,0,0,139,4,0,65
981,294640,0,0,0,0,0,0,-3,1,0,119,4,0,28
7483,230013,0,0,0,0,1,0,-5,0,0,117,4,0,64
10046,214520,0,0,0,0,11,0,-2,1,0,126,4,0,62
7451,222075,0,0,0,0,1,0,-3,1,0,148,4,0,27
11875,242373,0,0,0,0,5,0,-7,0,0,138,4,0,81
5628,127920,0,0,0,0,9,0,-8,0,0,100,4,0,75
1382,262664,0,0,0,0,5,0,-5,1,0,104,4,0,69
3588,223694,0,0,0,0,0,0,-3,1,0,127,4,0,66
7459,270506,0,0,0,0,4,0,-5,0,0,94,4,0,78
5877,220733,0,0,0,0,5,0,-5,1,0,109,4,0,78
12256,189000,0,0,0,0,11,0,-4,1,0,129,4,0,68
6503,295400,0,0,0,0,10,0,-5,0,0,121,4,0,58
5187,237120,0,0,0,0,2,0,-5,1,0,127,4,0,65
4138,211666,0,0,0,0,10,0,-4,0,0,100,4,0,74
9638,231920,0,0,0,0,4,0,-7,0,0,123,4,0,81
8933,203266,0,0,0,0,7,0,-4,1,0,122,4,0,63
260,237920,0,0,0,0,11,0,-4,1,0,94,4,0,24
10042,207186,0,0,0,0,6,0,-8,1,0,92,4,0,38
4774,216666,0,0,0,0,1,0,-4,0,0,97,4,0,77
1873,230640,0,0,0,0,9,0,-7,0,0,126,4,0,58
10024,334666,0,0,0,0,11,0,-3,1,0,104,4,0,73
7160,219920,0,0,0,0,0,0,-3,1,0,129,4,0,71
5331,187613,0,0,0,0,9,0,-4,0,0,170,4,0,77
4988,223840,0,0,0,0,10,0,-5,1,0,172,4,0,79
3806,228346,0,0,0,0,3,0,-6,1,0,180,4,0,39
1611,261426,0,0,0,0,10,0,-4,1,0,94,4,0,20
2954,186146,0,0,0,0,5,0,-11,1,0,88,4,0,75
1621,207506,0,0,0,0,11,0,-7,1,0,126,4,0,69
12311,208506,0,0,0,0,2,0,-5,1,0,112,4,0,70
4166,211120,0,0,0,0,0,0,-9,1,0,177,4,0,73
2820,298853,0,0,0,0,2,0,-3,1,0,99,4,0,41
6178,307153,0,0,0,0,6,0,-5,1,0,126,4,0,8
12775,168666,0,0,0,0,6,0,-4,1,0,109,4,0,70
1829,171360,0,0,0,0,10,0,-6,1,0,126,4,0,23
4940,220226,0,0,0,0,7,0,-3,1,0,132,4,0,69
516,223546,0,0,0,0,5,0,-2,0,0,97,4,0,66
167,235133,0,0,0,0,4,0,-7,0,0,83,4,0,73
11173,163626,0,0,0,0,2,0,-11,1,0,115,4,0,66
5787,161560,0,0,0,0,10,0,-9,1,0,167,4,0,15
4345,127386,0,0,0,0,7,0,-9,1,0,166,4,0,23
10862,136800,0,0,0,0,9,0,-8,1,0,126,4,0,60
9692,150466,0,0,0,0,5,0,-11,1,0,166,4,0,59
799,149933,0,0,0,0,8,0,-6,1,0,192,4,0,18
405,152200,0,0,0,0,4,0,-8,1,0,122,4,0,57
5739,155333,0,0,0,0,10,0,-6,0,0,166,4,0,12
11721,157640,0,0,0,0,7,0,-10,1,0,123,4,0,57
9332,160306,0,0,0,0,2,0,-12,1,0,79,4,0,24
9246,142906,0,0,0,0,3,0,-5,1,0,92,4,0,19
257,153866,0,0,0,0,1,0,-13,1,0,78,4,0,62
2252,124586,0,0,0,0,9,0,-8,1,0,81,3,0,60
29,134106,0,0,0,0,7,0,-11,1,0,178,4,0,55
4947,133293,0,0,0,0,5,0,-4,0,0,177,4,0,12
5410,171466,0,0,0,0,9,0,-4,1,0,199,4,0,69
6603,128280,0,0,0,0,5,0,-8,1,0,183,4,0,24
9240,155866,0,0,0,0,7,0,-10,1,0,170,4,0,50
5278,163026,0,0,0,0,10,0,-14,1,0,105,4,0,52
3098,150706,0,0,0,0,5,0,-1,1,0,131,4,0,63
9337,139320,0,0,0,0,8,0,-6,1,0,75,4,0,52
2778,136946,0,0,0,0,7,0,-9,1,0,143,4,0,52
4426,110653,0,0,0,0,10,0,-7,1,0,159,4,0,57
10672,150866,0,0,0,0,1,0,-12,1,0,82,4,0,61
10998,159288,0,0,0,0,7,0,-5,1,0,114,3,0,51
9797,272560,0,0,0,0,10,0,-5,1,0,137,4,0,51
10837,130320,0,0,0,0,10,0,-4,1,0,90,4,0,58
10425,136426,0,0,0,0,3,0,-6,1,0,136,4,0,49
8086,135773,0,0,0,0,8,0,-7,0,0,132,4,0,51
12380,138973,0,0,0,0,1,0,-9,1,0,174,4,0,56
6079,126960,0,0,0,0,0,0,-6,1,0,75,4,0,13
2245,162293,0,0,0,0,5,0,-9,0,0,129,4,0,20
9885,156893,0,0,0,0,6,0,-12,1,0,141,4,0,12
12371,172400,0,0,0,0,0,0,-9,1,0,161,4,0,61
3875,172026,0,0,0,0,5,0,-5,1,0,101,4,0,53
1769,117666,0,0,0,0,4,0,-11,1,0,175,4,0,11
6753,112200,0,0,0,0,7,0,-6,1,0,128,4,0,57
9046,162093,0,0,0,0,5,0,-5,1,0,85,4,0,57
12734,173026,0,0,0,0,4,0,-10,0,0,96,4,0,11
10489,120000,0,0,0,0,11,0,-10,0,0,155,4,0,17
6496,129213,0,0,0,0,6,0,-11,1,0,153,4,0,13
